Gene,Sample,OTU,GeneCountPerGenome,OTUAbundanceInSample,CountContributedByOTU,ContributionPercentOfSample,ContributionPercentOfAllSamples,Kingdom,Phylum,Class,Order,Family,Genus,Species
K03933,Average,817734,1,0.000515682,0.000515682,0.000707621,0.000707621,,,,,,,,817734,ASV0372
K03933,Average,1111582,2,0.003125485,0.00625097,0.008577608,0.008577608,,,,,,,,1111582,ASV0417,ASV0500,ASV0219,ASV0089,ASV1339,ASV1773,ASV3500
K03933,Average,836783,1,0.000970346,0.000970346,0.001331513,0.001331513,,,,,,,,836783,ASV0769
K03933,Average,1104592,1,0.001011318,0.001011318,0.001387735,0.001387735,,,,,,,,1104592,ASV3208
K03933,Average,646549,2,0.002814132,0.005628264,0.007723128,0.007723128,,,,,,,,646549,ASV0822,ASV6270,ASV0649,ASV0554
K03933,Average,839235,1,0.00265691,0.00265691,0.003645823,0.003645823,,,,,,,,839235,ASV0336
K03933,Average,797229,1,0.507421379,0.507421379,0.696285791,0.696285791,,,,,,,,797229,ASV0008
K03933,Average,326605,1,0.00080928,0.00080928,0.001110497,0.001110497,,,,,,,,326605,ASV1398,ASV0302
K03933,Average,545460,1,0.004733056,0.004733056,0.00649472,0.00649472,,,,,,,,545460,ASV3830
K03933,Average,236204,1,0.000174595,0.000174595,0.00023958,0.00023958,,,,,,,,236204,ASV6052,ASV6267
K03933,Average,624227,1,0.001549044,0.001549044,0.002125605,0.002125605,,,,,,,,624227,ASV0101
K03933,Average,974121,2,0.001023018,0.002046036,0.002807579,0.002807579,,,,,,,,974121,ASV5585,ASV1324,ASV0186,ASV1394,ASV0495,ASV1205,ASV6268,ASV2363
K03933,Average,152417,1,0.000410543,0.000410543,0.000563349,0.000563349,,,,,,,,152417,ASV5459
K03933,Average,939811,1,0.154507291,0.154507291,0.212015567,0.212015567,,,,,,,,939811,ASV0556,ASV0024,ASV4239
K03933,Average,256215,1,0.00035309,0.00035309,0.000484512,0.000484512,,,,,,,,256215,ASV1783
K03933,Average,410196,1,0.00067028,0.00067028,0.000919761,0.000919761,,,,,,,,410196,ASV0814
K03933,Average,585394,2,0.000778497,0.001556994,0.002136514,0.002136514,,,,,,,,585394,ASV1952
K03933,Average,1052264,1,0.000569825,0.000569825,0.000781916,0.000781916,,,,,,,,1052264,ASV1488
K03933,Average,922761,2,0.007554427,0.015108854,0.020732434,0.020732434,,,,,,,,922761,ASV6454,ASV2927,ASV0763,ASV1502,ASV1895,ASV1018,ASV0306
K03933,Average,574051,1,0.002216208,0.002216208,0.00304109,0.00304109,,,,,,,,574051,ASV3051
K03933,Average,585063,1,0.00034919,0.00034919,0.00047916,0.00047916,,,,,,,,585063,ASV2608,ASV0542
K03933,Average,331093,1,0.01924531,0.01924531,0.026408497,0.026408497,,,,,,,,331093,ASV2215,ASV1023
K01183,Average,106281,1,0.116355315,0.116355315,0.014601696,0.014601696,,,,,,,,106281,ASV0157
K01183,Average,554415,1,0.000369447,0.000369447,4.64E-05,4.64E-05,,,,,,,,554415,ASV1468
K01183,Average,4432518,1,0.000790499,0.000790499,9.92E-05,9.92E-05,,,,,,,,4432518,ASV1003
