Software Version,3.00.19,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\Public\Documents\Experiments\RW\C3\CC5_d8_b_td35.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\RW_chitinase_fluorescence.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,13/02/2018,,"Samples in E-G were diluted 1 in 2, so these have been multiplied by 2",,,,,,,,,,,
Time,10:22:23,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,1607191D,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Fluorescence Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,Filter Set 1,,,,,,,,,,,,,
,"    Excitation: 360/40,  Emission: 460/40",,,,,,,,,,,,,
,"    Optics: Top,  Gain: 55",,,,,,,,,,,,,
,"Light Source: Tungsten,  Standard Dynamic Range",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10",,,,,,,,,,,,,
,Read Height: 1 mm,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,22.2,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,50,8855,23669,33496,55374,62282,48,4133,16394,29348,48001,54694,"360/40,460/40"
,B,8,4099,2238,1503,2202,3005,4043,2500,5818,2773,2245,7,"360/40,460/40"
,C,8,2576,2840,1082,2787,1343,1261,1378,1060,1297,892,8,"360/40,460/40"
,D,7,1961,4854,1195,2984,1941,1251,3073,2140,2024,2136,10,"360/40,460/40"
,E,8,54438,28142,37182,45152,36742,27580,36572,36550,33214,46288,9,"360/40,460/40"
,F,8,55586,33316,61684,50794,46720,42970,47190,25394,42102,66120,7,"360/40,460/40"
,G,9,54960,26810,36624,2186,37782,66668,43752,30264,50220,36890,11,"360/40,460/40"
,H,9,9,8,9,9,9,10,9,9,9,10,11,"360/40,460/40"
