Software Version,3.00.19,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\Public\Documents\Experiments\RW\C3\CC7_d3_b_td45.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\RW_chitinase_fluorescence.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,23/02/2018,,,,,,,,,,,,,
Time,12:40:15,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,1607191D,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Fluorescence Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,Filter Set 1,,,,,,,,,,,,,
,"    Excitation: 360/40,  Emission: 460/40",,,,,,,,,,,,,
,"    Optics: Top,  Gain: 55",,,,,,,,,,,,,
,"Light Source: Tungsten,  Standard Dynamic Range",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10",,,,,,,,,,,,,
,Read Height: 1 mm,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,25.8,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,45,3767,14843,29104,47297,65685,54,3908,15418,30683,48062,64679,"360/40,460/40"
,B,8,703,1458,1201,1240,1253,563,1517,1834,1363,701,19,"360/40,460/40"
,C,8,662,2800,1152,916,914,1547,342,925,623,1739,9,"360/40,460/40"
,D,8,1288,938,1718,218,1897,1186,1877,1056,1003,4177,9,"360/40,460/40"
,E,21,9231,15020,10008,9550,9552,22381,13113,11792,6486,11612,9,"360/40,460/40"
,F,8,13705,7845,10211,11702,15359,16663,19203,13639,8400,13938,10,"360/40,460/40"
,G,9,12268,6981,9851,20653,11951,4256,12409,7625,12561,14818,10,"360/40,460/40"
,H,10,9,10,9,9,8,10,10,10,9,10,10,"360/40,460/40"
