Software Version,3.00.19,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\Public\Documents\Experiments\RW\C3\CC3_d1_b_td14.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\RW_chitinase_fluorescence.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,23/01/2018,,,,,,,,,,,,,
Time,16:07:36,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,1607191D,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Fluorescence Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,Filter Set 1,,,,,,,,,,,,,
,"    Excitation: 360/40,  Emission: 460/40",,,,,,,,,,,,,
,"    Optics: Top,  Gain: 55",,,,,,,,,,,,,
,"Light Source: Tungsten,  Standard Dynamic Range",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10",,,,,,,,,,,,,
,Read Height: 1 mm,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,22.8,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,47,3813,15368,28962,47677,51363,43,4529,14902,32429,48704,53485,"360/40,460/40"
,B,8,740,639,829,551,488,732,570,635,645,554,7,"360/40,460/40"
,C,8,626,671,583,550,542,584,632,647,808,494,9,"360/40,460/40"
,D,9,920,839,598,720,956,744,833,708,554,528,10,"360/40,460/40"
,E,9,4425,1230,5168,1670,1864,4391,4419,5033,3155,3205,9,"360/40,460/40"
,F,8,3674,5123,2368,2297,4767,2774,2884,3014,3716,2962,9,"360/40,460/40"
,G,8,4038,3422,2659,6159,7250,2464,3926,3888,5907,5619,10,"360/40,460/40"
,H,10,9,9,9,8,8,9,9,10,9,10,9,"360/40,460/40"
